id;value;uri
Ajuntament de Girona;https://brapci.inf.br/index.php/res/v/86745
Aplicadas Ccbsa da Universidade Estadual da Paraiba Uepb;https://brapci.inf.br/index.php/res/v/80714
Comissão Editorial;https://brapci.inf.br/index.php/res/v/161099
Expediente;https://brapci.inf.br/index.php/res/v/126501
Reciis;https://brapci.inf.br/index.php/res/v/128557
Renato Fernandes Corrêa 2 Raimunda Fernanda Dos Santos 1;https://brapci.inf.br/index.php/res/v/121671
Número 1, Revista Eptic Ano 2004;https://brapci.inf.br/index.php/res/v/154231
Número 2, Revista Eptic Ano 2004;https://brapci.inf.br/index.php/res/v/154233
Número 3, Revista Eptic Ano 2004;https://brapci.inf.br/index.php/res/v/154235
Número 2, Revista Eptic Ano 2005;https://brapci.inf.br/index.php/res/v/154237
Número 3, Revista Eptic Ano 2005;https://brapci.inf.br/index.php/res/v/154239
Páginas A&b Páginas A&b;https://brapci.inf.br/index.php/res/v/157346
Revista Páginas A&b;https://brapci.inf.br/index.php/res/v/162570
Ancízar Conde A.;https://brapci.inf.br/index.php/res/v/83912
Lina Maria Niebles A.;https://brapci.inf.br/index.php/res/v/84792
María Eugenia Zapata A.;https://brapci.inf.br/index.php/res/v/84164
Olga Cecilia Velásquez A.;https://brapci.inf.br/index.php/res/v/83770
Edvaldo Carvalho Aalves;https://brapci.inf.br/index.php/res/v/116294
Rosa Sáez Abad;https://brapci.inf.br/index.php/res/v/85563
Maria Francisca Abad-García;https://brapci.inf.br/index.php/res/v/116596
Ernest Abadal;https://brapci.inf.br/index.php/res/v/125862
Diego Abadan;https://brapci.inf.br/index.php/res/v/69357
Anibal Abadie-Aicardi;https://brapci.inf.br/index.php/res/v/24236
Felipe Cittolin Abal;https://brapci.inf.br/index.php/res/v/160537
Victor Emmanuel T. M. Abalada;https://brapci.inf.br/index.php/res/v/157486
Victor Emmanuel Teixeira Mendes Abalada;https://brapci.inf.br/index.php/res/v/104039
Zulay Calvo Abarca;https://brapci.inf.br/index.php/res/v/66275
André Joffily Abath;https://brapci.inf.br/index.php/res/v/69709
Rachel Joffily Abath;https://brapci.inf.br/index.php/res/v/17433
Carmen Verônica Mendes Abdala;https://brapci.inf.br/index.php/res/v/4082
Raquel Barioni Abdala;https://brapci.inf.br/index.php/res/v/134913
Eidi Raquel Franco Abdalla;https://brapci.inf.br/index.php/res/v/20370
Omer Hassan Abdelrahman;https://brapci.inf.br/index.php/res/v/134648
Alexandre Hannud Abdo;https://brapci.inf.br/index.php/res/v/29130
Naguiça Abe;https://brapci.inf.br/index.php/res/v/21915
Veridiana Abe;https://brapci.inf.br/index.php/res/v/26666
Isabel Abecasis;https://brapci.inf.br/index.php/res/v/140477
Raúl Abeledo-Sanchis;https://brapci.inf.br/index.php/res/v/116786
A Comissão Organizadora da 11ª Conferência Luso-Brasileira de Ciência Aberta;https://brapci.inf.br/index.php/res/v/157255
Comissão Organizadora da 9ª Conferência Luso-Brasileira Sobre Acesso Aberto;https://brapci.inf.br/index.php/res/v/110087
Gustavo Abib;https://brapci.inf.br/index.php/res/v/21070
Asociación de Bibliotecarios de Instituciones de Enseñanza Superior Y de Investigación Abiesi;https://brapci.inf.br/index.php/res/v/82417
Carolina Cássia Conceição Abilio;https://brapci.inf.br/index.php/res/v/111539
Subcomissão de Terminologia Abnt;https://brapci.inf.br/index.php/res/v/21511
Emerson Rodolfo Abraham;https://brapci.inf.br/index.php/res/v/15853
Eliana Lutzgarda Collabina Ramirez Abrahão;https://brapci.inf.br/index.php/res/v/101104
Fernando Antônio Abrahão;https://brapci.inf.br/index.php/res/v/12777
Liane Dos Anjos AbrahÃo;https://brapci.inf.br/index.php/res/v/75759
Claudia Abramczuk;https://brapci.inf.br/index.php/res/v/51097
Claudio Abramo;https://brapci.inf.br/index.php/res/v/90499
Laís Abramo;https://brapci.inf.br/index.php/res/v/101090
Paulo Henrique Jurza Abranches;https://brapci.inf.br/index.php/res/v/14707
João M. C. S. Abrantes;https://brapci.inf.br/index.php/res/v/64378
Maria Luísa Meneses Abrantes;https://brapci.inf.br/index.php/res/v/41983
Aline Lima Abrão;https://brapci.inf.br/index.php/res/v/69261
Paulo Abrão;https://brapci.inf.br/index.php/res/v/44729
Aline França de Abreu;https://brapci.inf.br/index.php/res/v/7897
Ana Cristina Abreu;https://brapci.inf.br/index.php/res/v/82158
Ana Silvia Abreu;https://brapci.inf.br/index.php/res/v/82350
Andréia Abreu;https://brapci.inf.br/index.php/res/v/14655
Carmen Matos Abreu;https://brapci.inf.br/index.php/res/v/151273
Decio de Abreu;https://brapci.inf.br/index.php/res/v/19402
Edeli Simioni de Abreu;https://brapci.inf.br/index.php/res/v/129949
Elane Abreu;https://brapci.inf.br/index.php/res/v/88246
Flávia Ferreira Abreu;https://brapci.inf.br/index.php/res/v/25877
Giovanna Figueiredo de Abreu;https://brapci.inf.br/index.php/res/v/147788
Janice Pereira de Abreu;https://brapci.inf.br/index.php/res/v/103743
João Batista de Abreu;https://brapci.inf.br/index.php/res/v/11185
João Vilhete Viegas D´ Abreu;https://brapci.inf.br/index.php/res/v/66394
Joel Gomes de Abreu;https://brapci.inf.br/index.php/res/v/7027
Jonatas Souza de Abreu;https://brapci.inf.br/index.php/res/v/8371
Jorge Abreu;https://brapci.inf.br/index.php/res/v/72594
Jorge Ferraz de Abreu;https://brapci.inf.br/index.php/res/v/64337
Jorge Phelipe Lira de Abreu;https://brapci.inf.br/index.php/res/v/2047
Juliana de Abreu;https://brapci.inf.br/index.php/res/v/27565
Kácia Morais de Abreu;https://brapci.inf.br/index.php/res/v/60985
Kádila Morais de Abreu;https://brapci.inf.br/index.php/res/v/60986
Leise Laura Abreu;https://brapci.inf.br/index.php/res/v/63173
Lucimar Santiago de Abreu;https://brapci.inf.br/index.php/res/v/112892
Luzimira de Abreu;https://brapci.inf.br/index.php/res/v/81280
Marcelo Faoro de Abreu;https://brapci.inf.br/index.php/res/v/30542
Marianne Abreu;https://brapci.inf.br/index.php/res/v/52818
Marta Beatriz Infante Abreu;https://brapci.inf.br/index.php/res/v/72699
Michele Amaral Dos Santos Silva Abreu;https://brapci.inf.br/index.php/res/v/7559
Monica Pena de Abreu;https://brapci.inf.br/index.php/res/v/132608
Nelsio Rodrigues de Abreu;https://brapci.inf.br/index.php/res/v/30108
Patrícia Maria Honório Abreu;https://brapci.inf.br/index.php/res/v/160860
Paulo Gustavo Frankilin de Abreu;https://brapci.inf.br/index.php/res/v/29100
Ramón Peña Abreu;https://brapci.inf.br/index.php/res/v/73565
Rosane de Albuquerque Dos Santos Abreu;https://brapci.inf.br/index.php/res/v/36077
Susana Matos Abreu;https://brapci.inf.br/index.php/res/v/27156
Talita Karenina Diniz Abreu;https://brapci.inf.br/index.php/res/v/160723
Tenner Inauhiny de Abreu;https://brapci.inf.br/index.php/res/v/42091
Vera Lúcia Furst Gonçalves Abreu;https://brapci.inf.br/index.php/res/v/29608
Willian Vieira de Abreu;https://brapci.inf.br/index.php/res/v/129221
Marilene Abreu-Barbosa;https://brapci.inf.br/index.php/res/v/60310
Paulo Gustavo Frankilin de Abreus;https://brapci.inf.br/index.php/res/v/17475
Mónica Rojo Abril;https://brapci.inf.br/index.php/res/v/85440
Ana Karla Souza Abud;https://brapci.inf.br/index.php/res/v/163339
Natalia Abuín-Vences;https://brapci.inf.br/index.php/res/v/149846
Associació de Bibliotecaris Valencians Abv;https://brapci.inf.br/index.php/res/v/85732
Aziz Ab´saber;https://brapci.inf.br/index.php/res/v/64375
Editor Acb;https://brapci.inf.br/index.php/res/v/61464
Relatoria Geral Acb;https://brapci.inf.br/index.php/res/v/76309
Izildinha Ramos Accetta;https://brapci.inf.br/index.php/res/v/66337
Nilma Teixeira Accioli;https://brapci.inf.br/index.php/res/v/44218
Elizabeth Accioly;https://brapci.inf.br/index.php/res/v/1963
Sheila Mendes Accioly;https://brapci.inf.br/index.php/res/v/10513
Ana Maria Bueno Accorsi;https://brapci.inf.br/index.php/res/v/100163
Ermelinda Acerenza;https://brapci.inf.br/index.php/res/v/78201
Liliana Acero;https://brapci.inf.br/index.php/res/v/150955
Revista Acervo;https://brapci.inf.br/index.php/res/v/40267
Juliet Franco Acevedo;https://brapci.inf.br/index.php/res/v/159453
Karen Vanessa Martínez Acevedo;https://brapci.inf.br/index.php/res/v/150855
María Consuelo Rodríguez Acevedo;https://brapci.inf.br/index.php/res/v/83626
Sergio Márquez Acevedo;https://brapci.inf.br/index.php/res/v/61565
Tania Acevedo;https://brapci.inf.br/index.php/res/v/162578
Mariana Álvarez Aceves;https://brapci.inf.br/index.php/res/v/74871
Merizanda Ramírez Aceves;https://brapci.inf.br/index.php/res/v/84232
Daniele Achilles;https://brapci.inf.br/index.php/res/v/35856
Miruna Achim;https://brapci.inf.br/index.php/res/v/82762
Sonia Acioli;https://brapci.inf.br/index.php/res/v/24976
Alain Pérez Acosta;https://brapci.inf.br/index.php/res/v/60140
Alejandro González Acosta;https://brapci.inf.br/index.php/res/v/61045
Betsy Guerra Acosta;https://brapci.inf.br/index.php/res/v/159350
Diana Elena Prieto Acosta;https://brapci.inf.br/index.php/res/v/110658
Hugandy Álvarez Acosta;https://brapci.inf.br/index.php/res/v/101736
Ignacio González-Polo Y Acosta;https://brapci.inf.br/index.php/res/v/61123
Jarbas Gregue Acosta;https://brapci.inf.br/index.php/res/v/35747
Julio Alberto Parra Acosta;https://brapci.inf.br/index.php/res/v/33063
Nixon Duarte Acosta;https://brapci.inf.br/index.php/res/v/74030
Reina Estrella Herrera Acosta;https://brapci.inf.br/index.php/res/v/57856
Yannia Adis Acosta-Herrero;https://brapci.inf.br/index.php/res/v/59039
Yadira Lizbeth Acosta-Lozano;https://brapci.inf.br/index.php/res/v/159562
Marcio Acselrad;https://brapci.inf.br/index.php/res/v/161208
Guillermina Actis;https://brapci.inf.br/index.php/res/v/90899
Flor Alba Acuña;https://brapci.inf.br/index.php/res/v/113822
Gabriela Noemí Acuña;https://brapci.inf.br/index.php/res/v/118908
Alberto Pérez-Amador Adam;https://brapci.inf.br/index.php/res/v/82813
Paulo Rogério Friedrichs Adam;https://brapci.inf.br/index.php/res/v/164650
Antonio Adami;https://brapci.inf.br/index.php/res/v/163477
Yara Leite Adami;https://brapci.inf.br/index.php/res/v/133627
Natividad Adamuz-Povedano;https://brapci.inf.br/index.php/res/v/64781
Jordi Adell;https://brapci.inf.br/index.php/res/v/85542
Olugbenga I. Ademodi;https://brapci.inf.br/index.php/res/v/14314
Admin Admin;https://brapci.inf.br/index.php/res/v/36999
Admin Admini;https://brapci.inf.br/index.php/res/v/109060
Luciane Baratto Adolfo;https://brapci.inf.br/index.php/res/v/50816
Delfino Adorno;https://brapci.inf.br/index.php/res/v/67549
Ricardo Daniel Adra;https://brapci.inf.br/index.php/res/v/148624
Daniel Adrià-Camarasa;https://brapci.inf.br/index.php/res/v/111659
Angelica Oliveira Adverse;https://brapci.inf.br/index.php/res/v/45055
Elaine Parra Affonso;https://brapci.inf.br/index.php/res/v/28018
Felipe Affonso;https://brapci.inf.br/index.php/res/v/156785
Mariana Bosio Affonso;https://brapci.inf.br/index.php/res/v/120794
Delfim Afonso Junior;https://brapci.inf.br/index.php/res/v/34758
Alexandre Ribeiro Afonso;https://brapci.inf.br/index.php/res/v/75826
Amália Cunha Afonso;https://brapci.inf.br/index.php/res/v/145596
Carla Winter Afonso;https://brapci.inf.br/index.php/res/v/69158
Carlos A. Afonso;https://brapci.inf.br/index.php/res/v/132692
Gorete Afonso;https://brapci.inf.br/index.php/res/v/65261
Herlander Costa Alegre da Gama Afonso;https://brapci.inf.br/index.php/res/v/137546
Lúcia Afonso;https://brapci.inf.br/index.php/res/v/76565
Maria da Conceição Lima Afonso;https://brapci.inf.br/index.php/res/v/32858
Raffaela Dayane Afonso;https://brapci.inf.br/index.php/res/v/13110
Ricardo Alexandre Afonso;https://brapci.inf.br/index.php/res/v/15368
Robério Ferreira Afonso;https://brapci.inf.br/index.php/res/v/156566
Tarcísio Afonso;https://brapci.inf.br/index.php/res/v/35650
Elisângela Cristina Aganette;https://brapci.inf.br/index.php/res/v/12913
Karina de Jesus Pinto Aganette;https://brapci.inf.br/index.php/res/v/12915
Carlos Alberto Agarie Junior;https://brapci.inf.br/index.php/res/v/120307
Juliana Picoli Agatte;https://brapci.inf.br/index.php/res/v/100379
Werner Agazzi;https://brapci.inf.br/index.php/res/v/65344
Mário Luiz Diamante Aglio;https://brapci.inf.br/index.php/res/v/132797
Camila Fortuna Dall Agnol;https://brapci.inf.br/index.php/res/v/29017
Josiane Michalak Hauagge Dall Agnol;https://brapci.inf.br/index.php/res/v/103414
Revista Ágora;https://brapci.inf.br/index.php/res/v/12062
João Agostinho Neto;https://brapci.inf.br/index.php/res/v/131998
Michele de Barcelos Agostinho;https://brapci.inf.br/index.php/res/v/44102
Mary Cristina de Menezes Agra;https://brapci.inf.br/index.php/res/v/92588
Heydi Carrero Agramante;https://brapci.inf.br/index.php/res/v/57604
Manoel Agrasso Neto;https://brapci.inf.br/index.php/res/v/63519
Ignacio Aguaded;https://brapci.inf.br/index.php/res/v/145592
Amelia Aguado;https://brapci.inf.br/index.php/res/v/61196
Guadalupe Aguado-Guadalupe;https://brapci.inf.br/index.php/res/v/163056
Eduardo Aguado-Lopez;https://brapci.inf.br/index.php/res/v/46618
César Alveiro Montoya Agudelo;https://brapci.inf.br/index.php/res/v/83788
María Mercedes Agudelo;https://brapci.inf.br/index.php/res/v/84086
Sebastián Alejandro Marín Agudelo;https://brapci.inf.br/index.php/res/v/63711
Álvaro Agudo;https://brapci.inf.br/index.php/res/v/77497
José Luis de Blas Águeda;https://brapci.inf.br/index.php/res/v/94712
María Teresa Agüero-Torres;https://brapci.inf.br/index.php/res/v/60510
Pablo Medina Aguerrebere;https://brapci.inf.br/index.php/res/v/159784
Armando Sérgio de Aguiar Filho;https://brapci.inf.br/index.php/res/v/149134
Adriana Cavalcanti de Aguiar;https://brapci.inf.br/index.php/res/v/129482
Afrânio Carvalho Aguiar;https://brapci.inf.br/index.php/res/v/17199
Amanda Ingrid Silva de Aguiar;https://brapci.inf.br/index.php/res/v/136664
Ana Caroline Leite de Aguiar;https://brapci.inf.br/index.php/res/v/133325
Ana Larissa Costa Aguiar;https://brapci.inf.br/index.php/res/v/113806
Andréa Carvalho de Aguiar;https://brapci.inf.br/index.php/res/v/101853
Bruno Felix Aguiar;https://brapci.inf.br/index.php/res/v/73405
Camila Zacché de Aguiar;https://brapci.inf.br/index.php/res/v/122279
Carlos Illades Aguiar;https://brapci.inf.br/index.php/res/v/101374
Cristiano Aguiar;https://brapci.inf.br/index.php/res/v/154171
Cristina Aguiar;https://brapci.inf.br/index.php/res/v/71797
Cyntia Mendes Aguiar;https://brapci.inf.br/index.php/res/v/136509
Denise Regina da Costa Aguiar;https://brapci.inf.br/index.php/res/v/106968
Diego Antônio Fernandes Aguiar;https://brapci.inf.br/index.php/res/v/29196
Dyego Miguel V.de Aguiar;https://brapci.inf.br/index.php/res/v/103209
Fábio Campos Aguiar;https://brapci.inf.br/index.php/res/v/37185
Fernando Ferreira Aguiar;https://brapci.inf.br/index.php/res/v/108214
Giseli Adornato de Aguiar;https://brapci.inf.br/index.php/res/v/10231
Jeferson Bruno Silva Aguiar;https://brapci.inf.br/index.php/res/v/137947
Julia Saldanha Vieira de Aguiar;https://brapci.inf.br/index.php/res/v/10790
Leandro Coelho de Aguiar;https://brapci.inf.br/index.php/res/v/42955
Lehi Bezerra Aguiar;https://brapci.inf.br/index.php/res/v/145859
Leonel Azevedo de Aguiar;https://brapci.inf.br/index.php/res/v/68742
Leyanis Aguiar;https://brapci.inf.br/index.php/res/v/59331
Lisiane Machado Aguiar;https://brapci.inf.br/index.php/res/v/10979
Márcia Cristina Maciel de Aguiar;https://brapci.inf.br/index.php/res/v/130297
Maria do Amparo Albuquerque Aguiar;https://brapci.inf.br/index.php/res/v/67597
Maria Livia de Sá Roriz Aguiar;https://brapci.inf.br/index.php/res/v/151105
Maycon Silva Aguiar;https://brapci.inf.br/index.php/res/v/118338
Miciane Dos Santos Aguiar;https://brapci.inf.br/index.php/res/v/61408
Niliane Cunha Aguiar;https://brapci.inf.br/index.php/res/v/28669
Pedro Aguiar;https://brapci.inf.br/index.php/res/v/133038
Rafaela Wille de Aguiar;https://brapci.inf.br/index.php/res/v/147029
Raniere Roberth Silva de Aguiar;https://brapci.inf.br/index.php/res/v/50553
Raquel Aguiar;https://brapci.inf.br/index.php/res/v/132058
Raysa Calegari Aguiar;https://brapci.inf.br/index.php/res/v/161223
Sonia Aguiar;https://brapci.inf.br/index.php/res/v/21974
Terezinha Pereira Aguiar;https://brapci.inf.br/index.php/res/v/16628
Vitor Aguiar;https://brapci.inf.br/index.php/res/v/66758
Jorge Dayán Aguiar-Cedeño;https://brapci.inf.br/index.php/res/v/59818
Dinah Aguiar-Población;https://brapci.inf.br/index.php/res/v/57472
Nelci R. Aguila;https://brapci.inf.br/index.php/res/v/37701
Yoandry Pacheco Aguila;https://brapci.inf.br/index.php/res/v/59030
Abraham Téllez Aguilar;https://brapci.inf.br/index.php/res/v/92440
Alejandra Aguilar;https://brapci.inf.br/index.php/res/v/27891
Andrés Felipe Gallego Aguilar;https://brapci.inf.br/index.php/res/v/121141
Arturo Lozano Aguilar;https://brapci.inf.br/index.php/res/v/85714
Carlos Enrique Agüero Aguilar;https://brapci.inf.br/index.php/res/v/83921
Libia María Hincapié Aguilar;https://brapci.inf.br/index.php/res/v/83416
Luis Joyanes Aguilar;https://brapci.inf.br/index.php/res/v/65815
Rafael Francisco León Aguilar;https://brapci.inf.br/index.php/res/v/119817
Rafael Luiz Aguilar;https://brapci.inf.br/index.php/res/v/80631
Rita de Cássia Dos Santos Aguilar;https://brapci.inf.br/index.php/res/v/25006
Rosa Helena Ceballos Aguilar;https://brapci.inf.br/index.php/res/v/84775
Yohandris Garcia Aguilar;https://brapci.inf.br/index.php/res/v/58171
Antonio Aguilar-Muñíz;https://brapci.inf.br/index.php/res/v/74038
María Aguilar-Soto;https://brapci.inf.br/index.php/res/v/116349
Antoni Aguilella;https://brapci.inf.br/index.php/res/v/85148
